[06-May-2016 13:51:45 UTC] PHP Parse error:  syntax error, unexpected ':' in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/PostController.php on line 47
[07-May-2016 07:38:25 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[07-May-2016 07:38:25 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[07-May-2016 07:38:25 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[07-May-2016 07:38:25 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[07-May-2016 07:38:25 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
[07-May-2016 07:38:25 UTC] PHP  11. Illuminate\Routing\Route->run() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1033
[07-May-2016 07:38:25 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 07:38:25 UTC] PHP  13. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 07:38:25 UTC] PHP  14. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:967
[07-May-2016 07:38:25 UTC] PHP  15. Illuminate\Routing\ControllerDispatcher->makeController() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:51
[07-May-2016 07:38:25 UTC] PHP  16. Illuminate\Foundation\Application->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:78
[07-May-2016 07:38:25 UTC] PHP  17. Illuminate\Container\Container->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:462
[07-May-2016 07:38:25 UTC] PHP  18. Illuminate\Container\Container->build() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:428
[07-May-2016 07:38:25 UTC] PHP  19. ReflectionClass->__construct() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 07:38:25 UTC] PHP  20. spl_autoload_call() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 07:38:25 UTC] PHP  21. Illuminate\Support\ClassLoader::load() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 07:47:38 UTC] PHP Fatal error:  Cannot use [] for reading in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/PostController.php on line 10
[07-May-2016 07:47:38 UTC] PHP Stack trace:
[07-May-2016 07:47:38 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[07-May-2016 07:47:38 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[07-May-2016 07:47:38 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[07-May-2016 07:47:38 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[07-May-2016 07:47:38 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[07-May-2016 07:47:38 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[07-May-2016 07:47:38 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[07-May-2016 07:47:38 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[07-May-2016 07:47:38 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[07-May-2016 07:47:38 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
[07-May-2016 07:47:38 UTC] PHP  11. Illuminate\Routing\Route->run() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1033
[07-May-2016 07:47:38 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 07:47:38 UTC] PHP  13. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 07:47:38 UTC] PHP  14. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:967
[07-May-2016 07:47:38 UTC] PHP  15. Illuminate\Routing\ControllerDispatcher->makeController() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:51
[07-May-2016 07:47:38 UTC] PHP  16. Illuminate\Foundation\Application->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:78
[07-May-2016 07:47:38 UTC] PHP  17. Illuminate\Container\Container->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:462
[07-May-2016 07:47:38 UTC] PHP  18. Illuminate\Container\Container->build() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:428
[07-May-2016 07:47:38 UTC] PHP  19. ReflectionClass->__construct() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 07:47:38 UTC] PHP  20. spl_autoload_call() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 07:47:38 UTC] PHP  21. Illuminate\Support\ClassLoader::load() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 08:28:46 UTC] PHP Fatal error:  Call to undefined method Illuminate\Database\Eloquent\Collection::orderBy() in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/PostController.php on line 17
[07-May-2016 08:28:46 UTC] PHP Stack trace:
[07-May-2016 08:28:46 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[07-May-2016 08:28:46 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[07-May-2016 08:28:46 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[07-May-2016 08:28:46 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[07-May-2016 08:28:46 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[07-May-2016 08:28:46 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[07-May-2016 08:28:46 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[07-May-2016 08:28:46 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[07-May-2016 08:28:46 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[07-May-2016 08:28:46 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
[07-May-2016 08:28:46 UTC] PHP  11. Illuminate\Routing\Route->run() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1033
[07-May-2016 08:28:46 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 08:28:46 UTC] PHP  13. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 08:28:46 UTC] PHP  14. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:967
[07-May-2016 08:28:46 UTC] PHP  15. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:62
[07-May-2016 08:28:46 UTC] PHP  16. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:93
[07-May-2016 08:28:46 UTC] PHP  17. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231
[07-May-2016 08:28:46 UTC] PHP  18. PostController->displayPosts() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231
[07-May-2016 08:30:01 UTC] PHP Parse error:  syntax error, unexpected 'return' (T_RETURN) in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/PostController.php on line 19
[07-May-2016 08:30:01 UTC] PHP Stack trace:
[07-May-2016 08:30:01 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[07-May-2016 08:30:01 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[07-May-2016 08:30:01 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[07-May-2016 08:30:01 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[07-May-2016 08:30:01 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[07-May-2016 08:30:01 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[07-May-2016 08:30:01 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[07-May-2016 08:30:01 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[07-May-2016 08:30:01 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[07-May-2016 08:30:01 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
[07-May-2016 08:30:01 UTC] PHP  11. Illuminate\Routing\Route->run() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1033
[07-May-2016 08:30:01 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 08:30:01 UTC] PHP  13. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 08:30:01 UTC] PHP  14. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:967
[07-May-2016 08:30:01 UTC] PHP  15. Illuminate\Routing\ControllerDispatcher->makeController() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:51
[07-May-2016 08:30:01 UTC] PHP  16. Illuminate\Foundation\Application->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:78
[07-May-2016 08:30:01 UTC] PHP  17. Illuminate\Container\Container->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:462
[07-May-2016 08:30:01 UTC] PHP  18. Illuminate\Container\Container->build() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:428
[07-May-2016 08:30:01 UTC] PHP  19. ReflectionClass->__construct() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 08:30:01 UTC] PHP  20. spl_autoload_call() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 08:30:01 UTC] PHP  21. Illuminate\Support\ClassLoader::load() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 08:30:08 UTC] PHP Fatal error:  Call to undefined function orderBy() in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/PostController.php on line 18
[07-May-2016 08:30:08 UTC] PHP Stack trace:
[07-May-2016 08:30:08 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[07-May-2016 08:30:08 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[07-May-2016 08:30:08 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[07-May-2016 08:30:08 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[07-May-2016 08:30:08 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[07-May-2016 08:30:08 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[07-May-2016 08:30:08 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[07-May-2016 08:30:08 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[07-May-2016 08:30:08 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[07-May-2016 08:30:08 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
[07-May-2016 08:30:08 UTC] PHP  11. Illuminate\Routing\Route->run() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1033
[07-May-2016 08:30:08 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 08:30:08 UTC] PHP  13. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 08:30:08 UTC] PHP  14. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:967
[07-May-2016 08:30:08 UTC] PHP  15. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:62
[07-May-2016 08:30:08 UTC] PHP  16. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:93
[07-May-2016 08:30:08 UTC] PHP  17. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231
[07-May-2016 08:30:08 UTC] PHP  18. PostController->displayPosts() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231
[07-May-2016 08:30:42 UTC] PHP Fatal error:  Call to undefined method Illuminate\Database\Eloquent\Collection::orderBy() in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/PostController.php on line 18
[07-May-2016 08:30:42 UTC] PHP Stack trace:
[07-May-2016 08:30:42 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[07-May-2016 08:30:42 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[07-May-2016 08:30:42 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[07-May-2016 08:30:42 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[07-May-2016 08:30:42 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[07-May-2016 08:30:42 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[07-May-2016 08:30:42 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[07-May-2016 08:30:42 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[07-May-2016 08:30:42 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[07-May-2016 08:30:42 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
[07-May-2016 08:30:42 UTC] PHP  11. Illuminate\Routing\Route->run() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1033
[07-May-2016 08:30:42 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 08:30:42 UTC] PHP  13. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 08:30:42 UTC] PHP  14. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:967
[07-May-2016 08:30:42 UTC] PHP  15. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:62
[07-May-2016 08:30:42 UTC] PHP  16. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:93
[07-May-2016 08:30:42 UTC] PHP  17. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231
[07-May-2016 08:30:42 UTC] PHP  18. PostController->displayPosts() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:231
[07-May-2016 08:54:02 UTC] PHP Parse error:  syntax error, unexpected 'else' (T_ELSE) in /home/ubuntu/workspace/2503ict/assignmentnew/app/controllers/PostController.php on line 68
[07-May-2016 08:54:02 UTC] PHP Stack trace:
[07-May-2016 08:54:02 UTC] PHP   1. {main}() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:0
[07-May-2016 08:54:02 UTC] PHP   2. Illuminate\Foundation\Application->run() /home/ubuntu/workspace/2503ict/assignmentnew/public/index.php:49
[07-May-2016 08:54:02 UTC] PHP   3. Stack\StackedHttpKernel->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:641
[07-May-2016 08:54:02 UTC] PHP   4. Illuminate\Cookie\Guard->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/stack/builder/src/Stack/StackedHttpKernel.php:23
[07-May-2016 08:54:02 UTC] PHP   5. Illuminate\Cookie\Queue->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Guard.php:51
[07-May-2016 08:54:02 UTC] PHP   6. Illuminate\Session\Middleware->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Cookie/Queue.php:47
[07-May-2016 08:54:02 UTC] PHP   7. Illuminate\Foundation\Application->handle() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Session/Middleware.php:72
[07-May-2016 08:54:02 UTC] PHP   8. Illuminate\Foundation\Application->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:745
[07-May-2016 08:54:02 UTC] PHP   9. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:775
[07-May-2016 08:54:02 UTC] PHP  10. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1001
[07-May-2016 08:54:02 UTC] PHP  11. Illuminate\Routing\Route->run() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1033
[07-May-2016 08:54:02 UTC] PHP  12. call_user_func_array:{/home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 08:54:02 UTC] PHP  13. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Route.php:109
[07-May-2016 08:54:02 UTC] PHP  14. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/Router.php:967
[07-May-2016 08:54:02 UTC] PHP  15. Illuminate\Routing\ControllerDispatcher->makeController() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:51
[07-May-2016 08:54:02 UTC] PHP  16. Illuminate\Foundation\Application->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:78
[07-May-2016 08:54:02 UTC] PHP  17. Illuminate\Container\Container->make() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Foundation/Application.php:462
[07-May-2016 08:54:02 UTC] PHP  18. Illuminate\Container\Container->build() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:428
[07-May-2016 08:54:02 UTC] PHP  19. ReflectionClass->__construct() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 08:54:02 UTC] PHP  20. spl_autoload_call() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
[07-May-2016 08:54:02 UTC] PHP  21. Illuminate\Support\ClassLoader::load() /home/ubuntu/workspace/2503ict/assignmentnew/vendor/laravel/framework/src/Illuminate/Container/Container.php:504
